,Property.Name.,Property.Type.,Built.Year.,Model.,Address.,District.,Bedrooms.,Bedrooms.Additional,Area.Land,Area.Builtup,Floor.Description,Floor.,Asking.,PSF_land.,PSF.,PostalCode,Developer.,Bathrooms.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat,is_HDB
25,Corals At Keppel Bay,Condominium,2018,Condominium,19 Keppel Bay Drive (098021), D4 - Sentosa / Harbourfront ,1,NA,NA,678,NA,4,1539000,NA,2270,98021,Keppel Bay Pte Ltd,NA,LEASEHOLD/99 years,366,"Clubhouse, Public Promenade, Changing Rooms, Tennis Court, Bbq Area, Jacuzzi / Hydro Spa, 50M Lap Pool, Pathway / Forest Walk, Reflective Pools, Kid's Pool / Splash Pool With Jumping Jets, Play Area, Water Feature, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Walk-in-wardrobe, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 570m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 150m, HarbourFront Int 3 mins  123123M124936580855963963E188188E408 250m","Radin Mas Primary 1.27 km, Blangah Rise Primary 1.45 km, Chij (kellock) 1.54 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 310m, Vivocity 690m, DEPOT HEIGHTS SHOPPING CENTRE 1.82 km",Not Furnished,NA,NA,103.8159068,1.2647326,No
26,Corals At Keppel Bay,Condominium,2018,Condominium,19 Keppel Bay Drive (098021), D4 - Sentosa / Harbourfront ,1,NA,NA,678,NA,4,1539000,NA,2270,98021,Keppel Bay Pte Ltd,2,LEASEHOLD/99 years,366,"Water Feature, Changing Rooms, Kid's Pool / Splash Pool With Jumping Jets, Pathway / Forest Walk, Bbq Area, Public Promenade, Jacuzzi / Hydro Spa, 50M Lap Pool, Play Area, Clubhouse, Reflective Pools, Tennis Court, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Walk-in-wardrobe, Balcony","HARBOURFRONT MRT 7 mins  CC29NE1 570m, TELOK BLANGAH MRT 11 mins  CC28 950m, LABRADOR PARK MRT 21 mins  CC27 1.71 km","Caribbean at Keppel Bay 1 min  939710014314516612413196340818830576110 150m, HarbourFront Int 3 mins  123123M124936580855963963E188188E408 250m","Radin Mas Primary 1.27 km, Blangah Rise Primary 1.45 km, Chij (kellock) 1.54 km",Chij St. Theresa's Convent 1.2 km,"Harbourfront Centre 310m, Vivocity 690m, DEPOT HEIGHTS SHOPPING CENTRE 1.82 km",Not Furnished,NA,NA,103.8159068,1.2647326,No
27,Leonie Parc View,Apartment,2009,Apartment,22 Leonie Hill Road (239195), D9 - Orchard / River Valley ,5,1,NA,6524,NA,28,11888888,NA,1822,239195,Sb (Orchard) Developments Pte Ltd,NA,FREEHOLD,44,"Park/greenery View, Renovated, City View, Air Conditioning, Cooker Hob/hood, Intercom, Private Pool, Bathtub, Hairdryer, Jacuzzi, Water Heater, Private Lift, Balcony, Bombshelter, Maidsroom, Terrace, Outdoor Patio, Roof Terrace, Walk-in-wardrobe, Garage","SOMERSET MRT 5 mins  NS23 440m, ORCHARD MRT 8 mins  NS22TE14 660m, GREAT WORLD MRT DUE 2021 8 mins  TE15 670m",NA,"River Valley Primary 570m, Anglo-chinese School (junior) 1.41 km, Alexandra Primary 1.43 km","Outram Secondary 1.44 km, Raffles Girls' School (secondary) 1.53 km, School Of The Arts, Singapore 1.61 km","TAKASHIMAYA SHOPPING CENTRE 370m, NGEE ANN CITY 380m, Mandarin Gallery 410m",NA,"School Of The Arts, Singapore 1.61 km",NA,103.834251,1.298893,No
28,Queens Peak,Condominium,NA,Condominium,3 Dundee Road (149457), D3 - Alexandra / Commonwealth ,5,NA,NA,2003,NA,29,3123000,NA,1559,149457,Hy Realty (Dundee) Pte Ltd,4,LEASEHOLD/99 years,736,"Bathtub, Hairdryer, Water Heater, Intercom, Air Conditioning, Cooker Hob/hood, Balcony, Walk-in-wardrobe","QUEENSTOWN MRT 1 min  EW19 120m, REDHILL MRT 14 mins  EW18 1.19 km, COMMONWEALTH MRT 16 mins  EW20 1.34 km","Blk 53A CP 1 min  14511118697051 140m, Queenstown Stn 1 min  195970NR551145111186 140m, Queenstown Stn 1 min  51111145970186195 140m","Queenstown Primary 210m, New Town Primary 970m, Gan Eng Seng Primary 1.36 km","Queenstown Secondary 690m, Queensway Secondary 850m, Bukit Merah Secondary 1.16 km","DAWSON PLACE 470m, Anchorpoint 680m, ANCHORPOINT SHOPPING CENTRE 680m",Partially Furnished,NA,NA,103.8070953,1.2950313,No
29,Marina One Residences,Apartment,NA,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,2,NA,NA,1130,NA,18,2550000,NA,2257,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,2,LEASEHOLD/99 years,1042,"Original Condition, City View, Air Conditioning, Intercom, Water Heater, Private Lift, Cooker Hob/hood, Balcony, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721,No
30,Kingsford Waterbay,Apartment,NA,Apartment,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,5,NA,NA,1357,NA,15,1879000,NA,1385,533879,Kingsford Property Developments Pte Ltd,NA,LEASEHOLD/99 years,1165,"Air Conditioning, Cooker Hob/hood"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",NA,NA,NA,103.9029397,1.3743411,No
31,Duo Residences,Apartment,2017,Apartment,1 Fraser Street (189350), D7 - Beach Road / Bugis / Rochor ,3,1,NA,1927,NA,40,3510000,NA,1821,189350,Ophir-Rochor Residential Pte. Ltd.,1,LEASEHOLD/99 years,660,"Children's Pool, Gymnasium, Reflective Pool, Patio Gym, Sky Pool, Outdoor Living Room, Jacuzzi, Teppanyaki Terraces, Function Room, Aqua Gym Equipment, 50M Lap Pool With Spa Seats, Kid's Play Area, Sun Deck, Corner Unit, City View, Renovated, Air Conditioning, Hairdryer, Intercom, Water Heater, Cooker Hob/hood, Balcony, Maidsroom, Walk-in-wardrobe","BUGIS MRT 2 mins  DT14EW12 160m, NICOLL HIGHWAY MRT 7 mins  CC5 580m, JALAN BESAR MRT 8 mins  DT22 650m","Parkview Sq 1 min  14517551803263761197851 30m, Aft Beach Rd 1 min  4857 140m, Bugis Stn 1 min  13013321233960 150m","Stamford Primary 420m, St. Margaret's Primary 1.28 km, Farrer Park Primary 1.55 km","School Of The Arts, Singapore 960m","DUO TOWER AND DUO GALLERIA, MIXED-USE DEVELOPMENT AT OPHIR-ROCHOR, SINGAPORE (COMMERCIAL) (GREEN MARK BUILDINGS) 130m, BUGIS POINT 190m, BUGIS VILLAGE 240m",Fully Furnished,"School Of The Arts, Singapore 960m",NA,103.858441,1.2994723,No
32,Queens Peak,Condominium,NA,Condominium,1 Dundee Road (149456), D3 - Alexandra / Commonwealth ,3,1,NA,807,NA,43,1479000,NA,1833,149456,Hy Realty (Dundee) Pte Ltd,2,LEASEHOLD/99 years,736,"Corner Unit, Park/greenery View, City View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","QUEENSTOWN MRT 1 min  EW19 90m, REDHILL MRT 15 mins  EW18 1.24 km, COMMONWEALTH MRT 16 mins  EW20 1.28 km","Queenstown Stn 1 min  51111145970186195 90m, Queenstown Stn 1 min  195970NR551145111186 100m, Blk 53A CP 2 mins  14511118697051 200m","Queenstown Primary 180m, New Town Primary 910m, Gan Eng Seng Primary 1.42 km","Queenstown Secondary 730m, Queensway Secondary 780m, Crescent Girls' 1.21 km","DAWSON PLACE 530m, Anchorpoint 720m, ANCHORPOINT SHOPPING CENTRE 720m",Partially Furnished,NA,NA,103.8070953,1.2950313,No
33,Queens Peak,Condominium,2020,Condominium,1 Dundee Road (149456), D3 - Alexandra / Commonwealth ,3,NA,NA,1001,NA,31,1696000,NA,1694,149456,Hy Realty (Dundee) Pte Ltd,NA,LEASEHOLD/99 years,736,"Park/greenery View, City View, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","QUEENSTOWN MRT 1 min  EW19 90m, REDHILL MRT 15 mins  EW18 1.24 km, COMMONWEALTH MRT 16 mins  EW20 1.28 km","Queenstown Stn 1 min  51111145970186195 90m, Queenstown Stn 1 min  195970NR551145111186 100m, Blk 53A CP 2 mins  14511118697051 200m","Queenstown Primary 180m, New Town Primary 910m, Gan Eng Seng Primary 1.42 km","Queenstown Secondary 730m, Queensway Secondary 780m, Crescent Girls' 1.21 km","DAWSON PLACE 530m, Anchorpoint 720m, ANCHORPOINT SHOPPING CENTRE 720m",NA,NA,NA,103.8070953,1.2950313,No
34,Marina One Residences,Apartment,2017,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,NA,NA,1518,NA,30,3642168,NA,2399,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,3,LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Air Conditioning, Hairdryer, Intercom, Water Heater, Cooker Hob/hood, Jacuzzi, Balcony, Maidsroom, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Fully Furnished,NA,NA,103.8533256,1.2766721,No
35,Marina One Residences,Apartment,2017,Apartment,23 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,4,1,NA,2250,NA,30,5325800,NA,2367,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,4,LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Park/greenery View, Air Conditioning, Hairdryer, Water Heater, Intercom, Cooker Hob/hood, Private Lift, Maidsroom, Balcony, Walk-in-wardrobe, Private Garden","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8536086,1.2773465,No
36,Marina One Residences,Apartment,2017,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,NA,NA,1141,NA,6,2520550,NA,2209,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,2,LEASEHOLD/99 years,1042,"Corner Unit, City View, Renovated, Air Conditioning, Water Heater, Intercom, Hairdryer, Cooker Hob/hood, Jacuzzi, Balcony, Maidsroom, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Fully Furnished,NA,NA,103.8533256,1.2766721,No
37,V on Shenton,Apartment,NA,Apartment,5 Shenton Way (068808), D1 - Boat Quay / Raffles Place / Marina ,3,NA,NA,1765,NA,49,4521000,NA,2561,68808,Uic Investments (Properties) Pte Ltd,NA,LEASEHOLD/99 years,510,"Indoor Gymnasium, Splash Zone, Junior Pool, Outback Grill, Club Lounge, Outdoor Fitness, Spice Botanics, Surf Lounge, Sun Deck, Epicurean Dining, Aqua Gym, Spa Pool, Cloves Hedge, Garden Lounge, Day Bed Island, Bubbly Bay, Cinnamon Scent, Playscape, Refreshment Bar, Renovated, City View, Sea View, Park/greenery View, Corner Unit, Water Heater, Intercom, Air Conditioning, Cooker Hob/hood, Balcony","SHENTON WAY MRT DUE 2021 1 min  TE19 100m, TANJONG PAGAR MRT 4 mins  EW15 360m, DOWNTOWN MRT 5 mins  DT17 440m","UIC Bldg 1 min  571010e75701671621001061071281301311339797e970971E982E186196196e400402502513700850E951E 70m, Aft Capital Twr 1 min  868951E982E850E196196e513701010e759797e162128130133100106107 150m, Opp GB Bldg 3 mins  131186167400402700970971E57 240m",Cantonment Primary 1.07 km,Outram Secondary 1.69 km,"MARINA ONE WEST TOWER 330m, MARINA ONE EAST TOWER 380m, TANJONG PAGAR CENTRE 480m",NA,NA,NA,103.8494332,1.2775804,No
38,Kingsford Waterbay,Apartment,NA,Apartment,76 Upper Serangoon View (533880), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,850,NA,15,1115341,NA,1312,533880,Kingsford Property Developments Pte Ltd,NA,LEASEHOLD/99 years,1165,"Air Conditioning, Cooker Hob/hood"," 12 mins   1.01 km, KANGKAR LRT 13 mins  SE4 1.09 km, RANGGUNG LRT 14 mins  SE5 1.15 km",Opp S'goon Sec Sch 1 min  324 130m,"Chij Our Lady Of The Nativity 730m, Punggol Primary 1.08 km, North Vista Primary 1.24 km","Serangoon Secondary 200m, North Vista Secondary 860m, Holy Innocents' High 920m","THE MIDTOWN 1.08 km, Eastpoint Mall 1.16 km, Hougang Mall 1.16 km",NA,NA,NA,103.9030363,1.3744701,No
39,Duo Residences,Apartment,2017,Apartment,1 Fraser Street (189350), D7 - Beach Road / Bugis / Rochor ,4,NA,NA,1927,NA,36,4128300,NA,2142,189350,Ophir-Rochor Residential Pte. Ltd.,NA,LEASEHOLD/99 years,660,"50M Lap Pool With Spa Seats, Function Room, Sun Deck, Reflective Pool, Children's Pool, Gymnasium, Sky Pool, Aqua Gym Equipment, Teppanyaki Terraces, Jacuzzi, Outdoor Living Room, Patio Gym, Kid's Play Area, Sea View, City View, Bathtub, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","BUGIS MRT 2 mins  DT14EW12 160m, NICOLL HIGHWAY MRT 7 mins  CC5 580m, JALAN BESAR MRT 8 mins  DT22 650m","Parkview Sq 1 min  14517551803263761197851 30m, Aft Beach Rd 1 min  4857 140m, Bugis Stn 1 min  13013321233960 150m","Stamford Primary 420m, St. Margaret's Primary 1.28 km, Farrer Park Primary 1.55 km","School Of The Arts, Singapore 960m","DUO TOWER AND DUO GALLERIA, MIXED-USE DEVELOPMENT AT OPHIR-ROCHOR, SINGAPORE (COMMERCIAL) (GREEN MARK BUILDINGS) 130m, BUGIS POINT 190m, BUGIS VILLAGE 240m",NA,"School Of The Arts, Singapore 960m",NA,103.858441,1.2994723,No
40,Kingsford Waterbay,Apartment,NA,Apartment,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,850,NA,8,1100000,NA,1294,533879,Kingsford Property Developments Pte Ltd,NA,LEASEHOLD/99 years,1165,"Swimming Pool View, Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Maidsroom, Balcony"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",NA,NA,NA,103.9029397,1.3743411,No
41,Marina One Residences,Apartment,NA,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,2,NA,NA,1119,NA,31,2750000,NA,2458,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,NA,LEASEHOLD/99 years,1042,"Swimming Pool View, Park/greenery View, Sea View, City View, Corner Unit, Renovated, Intercom, Cooker Hob/hood, Water Heater, Air Conditioning, Balcony, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",NA,NA,NA,103.8533256,1.2766721,No
42,6 Derbyshire,Condominium,2017,Condominium,6 Derbyshire Road (309462), D11 - Newton / Novena ,1,NA,NA,527,NA,7,1189000,NA,2256,309462,Fantasia (Novena) Pte Ltd,1,FREEHOLD,168,"Simming Pool, Bbq Pits, Spa Pool, Gymnasium, Children Playground, Pavilion, Community Sky Garden, Reflective Pool, City View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater, Intercom, Balcony","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",Fully Furnished,"School Of The Arts, Singapore 1.85 km",NA,103.8459867,1.3157676,No
43,6 Derbyshire,Condominium,2017,Condominium,6 Derbyshire Road (309462), D11 - Newton / Novena ,2,NA,NA,829,NA,18,1774128,NA,2140,309462,Fantasia (Novena) Pte Ltd,NA,FREEHOLD,168,"Children Playground, Simming Pool, Community Sky Garden, Spa Pool, Reflective Pool, Bbq Pits, Gymnasium, Pavilion, Corner Unit, City View, Sea View, Swimming Pool View, Original Condition, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony","NOVENA MRT 7 mins  NS20 590m, FARRER PARK VIEW 10 mins  NE8 840m, NEWTON MRT 12 mins  DT11NS21 990m","Opp Carlisle Rd 1 min  131141 100m, Bef Carlisle Rd 1 min  141131 120m, Opp United Sq 1 min  9808511311411665657 150m","St. Joseph's Institution Junior 220m, Farrer Park Primary 650m, Anglo-chinese School (junior) 880m","Balestier Hill Secondary 990m, Northlight 1.14 km, Anglo-chinese School (barker Road) 1.22 km","United Square Shopping Mall 350m, GOLDHILL SHOPPING CENTRE 370m, VELOCITY @ NOVENA SQUARE 500m",NA,"School Of The Arts, Singapore 1.85 km",NA,103.8459867,1.3157676,No
44,Marina One Residences,Apartment,NA,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,NA,NA,1539,NA,4,3558180,NA,2312,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,2,LEASEHOLD/99 years,1042,"Park/greenery View, Sea View, City View, Swimming Pool View, Air Conditioning, Corner Unit, Private Pool, Intercom, Cooker Hob/hood, Air Conditioning, Balcony, Roof Terrace, Outdoor Patio, Private Garden, Terrace, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721,No
45,The Crest,Condominium,2017,Condominium,101 Prince Charles Crescent (159017), D3 - Alexandra / Commonwealth ,4,NA,NA,1733,NA,23,3130000,NA,1806,159017,Wingcrown Investment Pte Ltd,NA,LEASEHOLD/99 years,469,"Swimming Pool View, Renovated, Corner Unit, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","REDHILL MRT 6 mins  EW18 540m, TIONG BAHRU MRT 13 mins  EW17 1.06 km, ORCHARD BOULEVARD MRT DUE 2021 14 mins  TE13 1.13 km","Opp Delta Sports Hall 2 mins  51970186139122 160m, Delta Sports Hall 2 mins  12213918651970 200m","Alexandra Primary 420m, Gan Eng Seng Primary 960m, Zhangde Primary 1.14 km","Crescent Girls' 330m, Gan Eng Seng 550m, Queenstown Secondary 810m","VALLEY POINT SHOPPING CENTRE 730m, Valley Point 730m, DAWSON PLACE 1.05 km",NA,NA,NA,103.8204034,1.2926928,No
46,Gem Residences,Condominium,2020,Condominium,3 Lorong 5 Toa Payoh (319459), D12 - Balestier / Toa Payoh ,4,NA,NA,1249,NA,18,1760000,NA,1409,319459,Gem Homes Pte Ltd,3,LEASEHOLD/99 years,578,"Swimming Pool View, Renovated, Cooker Hob/hood, Air Conditioning, Balcony, Roof Terrace","BRADDELL MRT 7 mins  NS18 570m, TOA PAYOH MRT 11 mins  NS19 880m, CALDECOTT MRT 16 mins  CC17TE9 1.33 km","Blk 52 2 mins  232 160m, Blk 237 2 mins  NR1129155155A157159163105153885657592873 170m, Blk 1 2 mins  735657592888155157159163129153105 190m","First Toa Payoh Primary 480m, Kheng Cheng 520m, Pei Chun Public 520m","Beatty Secondary 290m, Guangyang Secondary 610m, Raffles Institution 940m","Hdb Hub 860m, Junction 8 1.28 km, JUNCTION 8 SHOPPING CENTRE 1.3 km",Partially Furnished,"Raffles Institution 940m, St. Joseph's Institution 1.42 km, Catholic High School 1.86 km",NA,103.8486493,1.3377967,No
47,Kingsford Waterbay,Apartment,2018,Apartment,78 Upper Serangoon View (533879), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,850,NA,8,1100000,NA,1294,533879,Kingsford Property Developments Pte Ltd,2,LEASEHOLD/99 years,1165,"Renovated, Swimming Pool View, Air Conditioning, Cooker Hob/hood, Water Heater, Balcony"," 12 mins   970m, KANGKAR LRT 13 mins  SE4 1.05 km, RANGGUNG LRT 14 mins  SE5 1.13 km",Opp S'goon Sec Sch 2 mins  324 170m,"Chij Our Lady Of The Nativity 760m, Punggol Primary 1.09 km, North Vista Primary 1.23 km","Serangoon Secondary 240m, North Vista Secondary 840m, Holy Innocents' High 960m","THE MIDTOWN 1.12 km, Rivervale Plaza 1.15 km, Eastpoint Mall 1.19 km",Partially Furnished,NA,NA,103.9029397,1.3743411,No
48,Kingsford Waterbay,Apartment,2018,Apartment,72 Upper Serangoon View (533882), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,689,NA,13,1115341,NA,1619,533882,Kingsford Property Developments Pte Ltd,2,LEASEHOLD/99 years,1165,"Park/greenery View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony"," 13 mins   1.08 km, KANGKAR LRT 14 mins  SE4 1.16 km, RANGGUNG LRT 14 mins  SE5 1.19 km",Opp S'goon Sec Sch 1 min  324 80m,"Chij Our Lady Of The Nativity 660m, Punggol Primary 1.06 km, North Vista Primary 1.26 km","Serangoon Secondary 150m, Holy Innocents' High 850m, North Vista Secondary 890m","THE MIDTOWN 1.01 km, Eastpoint Mall 1.1 km, Hougang Mall 1.1 km",Partially Furnished,NA,NA,103.9032297,1.3747285,No
49,Marina One Residences,Apartment,NA,Apartment,21 Marina Way (018978), D1 - Boat Quay / Raffles Place / Marina ,3,NA,NA,1507,NA,19,3909720,NA,2594,18978,Ms Residential1 Pte Ltd/Ms Residential 2 Pte Ltd/Ms Commercial Pte Ltd,3,LEASEHOLD/99 years,1042,"Sea View, City View, Park/greenery View, Air Conditioning, Bathtub, Intercom, Water Heater, Private Lift, Cooker Hob/hood, Balcony, Walk-in-wardrobe","MARINA BAY MRT 1 min  CE2NS27TE20 140m, DOWNTOWN MRT 3 mins  DT17 310m, SHENTON WAY MRT DUE 2021 4 mins  TE19 380m",NA,Cantonment Primary 1.49 km,NA,"MARINA ONE WEST TOWER 130m, MARINA ONE EAST TOWER 140m, MARINA BAY FINANCIAL CENTRE (TOWER 3) 300m",Partially Furnished,NA,NA,103.8533256,1.2766721,No
